Tanggal,Komentar
2023-10-13T17:18:38Z,"Jadi ramai setelah tiktok di bunarkan, artis2 lokal sdh pada belanja"
2023-10-13T17:15:39Z,gak banyak pengaruhnya x
2023-10-13T16:12:30Z,Sebenarnya ada sebagian jg penjual tanah abang yg bermain di tik.tok
2023-10-13T15:35:22Z,Sekarang jaman nya maju udah ada HP diaman udah jaman cangihh...........
2023-10-13T15:27:21Z,"Senang dah, tanah abang rame lagi"
2023-10-13T15:25:15Z,Alhamdulilah semoga yg jualan di tanah abang lancar lagi
2023-10-13T15:06:44Z,"Enak belanja online, tinggal masuki kenjang aja, jdi gak jdi beli, gak ada yg ngomel, klo offline bisa ngomel"" Sampai"" Pasang muka masam"
2023-10-13T15:05:10Z,Comment - 705
2023-10-13T14:53:36Z,Alhamdulillah Semoga makin berjaya kebali semuanya
2023-10-13T14:53:08Z,Males
2023-10-13T14:33:53Z,Yg laen tutup juga berani gak pak.....ntar umkm pd sepih.....
2023-10-13T14:29:55Z,"mau toko online ditutup kek , tetepgabakal rame toko offline. guadoain gulung tikar penjual tanah abang."
2023-10-13T14:02:28Z,Yang saya bingung emang klo tiktok shop emang mereka blanja nu dari mana
2023-10-13T13:51:41Z,Klo anak milenial ttp online beda sama yang tua ponginya langsung ttp ada kurang dan lebihnya itu hal biasa
2023-10-13T13:44:37Z,Ga ada paylatternya 😂
2023-10-13T13:38:28Z,Sepi karna bnyak ny pengguran..
2023-10-13T12:53:42Z,"Sekarang belum kelihatan, 2 blm lagi baru kelihatan"
2023-10-13T12:43:38Z,Judi online harus di tutup juga.. parah
2023-10-13T12:33:41Z,Bukannya di tanah Abang juga ada yg jualan..SM live streaming.. sebenernya bukan dari off line.. karena barangnya mahal..coba saja kalau lagi puasa..pasti mahal..dan datang lagi setelah lebaran itu semua di ombral degan harga yg murah bgd
2023-10-13T10:05:44Z,"Ngawur banget tuh pedagang yg pertama kerudung biru, asal jawab doang"
2023-10-13T09:45:20Z,Sekarang banyak toko offline juga ikut jualan online.
2023-10-13T09:41:26Z,E comerse mhon ditutup
2023-10-13T09:37:27Z,Siapa yang di untungkan setelah tiktok shop di tutup 😌
2023-10-13T08:21:01Z,"Kalau tiktok shop di tutup,,lazada dan shopee di tutup dong
Aturan apa sih ini"
2023-10-13T07:58:06Z,"Masalahnya bukan hanya bahwa banyak toko kekurangan pelanggan, tapi juga bahwa produk yang dibeli online berasal dari Cina bagaimana pabrik Indonesia bisa bertahan hidup. Menolak kolonizasi ekonomi dan melindungi industri lokal"
2023-10-13T07:35:00Z,"Si paling ter aniyaya😂
Yg di Kalimantan/Aceh Kudu beli ditanah Abang gitu?"
2023-10-13T06:30:12Z,"Proyek oknum oknum itu , ormas , parkir kagak dapet japrem kalo tiktok shopee lazada berpoperasi, keliatan itu... 😂😂😂😂"
2023-10-13T05:26:01Z,Alhamdulillah
2023-10-13T05:16:12Z,stelah tiktok shop tutup kerja di expedisi dampak nya banyak terkena phk 😢
2023-10-13T04:48:38Z,Pinter dikitlah jan ngandelin jualan offline
2023-10-13T04:46:24Z,"Permasalahan nya di tanah Abang tp seluruh Indonesia yg kena imbas nya.. pemerintah terlalu cepat mengambil tindakan.. kenapa gak di daerah jakarta aja yg di hapus keranjang kuningnya, jgn seluruh Indonesia di hapus jg keranjang kuning di tiktok nya.."
2023-10-13T04:36:13Z,"Alhamdulilah klu toko ditanah abang  membaik, jdi pertokoan yg disewa para penjual ditanah abang gk sampai sepi dan rugih, semoga gk mehong jual baju ofline na, semoga semua pengusaha sprti penjual online dan ofline sama"" Stabil ya jgn main senggol untuk menutup shopee, Lazada dan toko pedia  ya karena aku tau sebagai pembeli, klu semua di online apakabar gedung-gedung yg disewa oleh para penjual ofline bisa-bisa Gedung-gedung dirobohkan jdilah tanah gersang😂😂😂, saya dari Surabaya mendoakan agar semua stabil dan tidak ada PRO dan Kontra demi menjatuhkan salah satu, salam damai indonesiaku, merdeka indonesia, jayalah indonesiaku, majulah indonesiaku, merdeka, merdeka, merdeka😊😊😊"
2023-10-13T04:31:28Z,Aturan pasar tanah Abang buka di kota kota lain biar orang dari kota lain bisa beli di pasar tanah abang kan itu cuma di Jakarta paling yg beli cuma yg dekat dengan pasar tanah Abang ga mungkin orang yg dekat pasar itu punya duit semua 😀
2023-10-13T03:59:44Z,Di pikir online shop yg make orang jakarta doang🤣
2023-10-13T03:58:15Z,Bedanya ya kemunduran teknologi yg lagi mulai berkembang
2023-10-13T03:13:50Z,Cuma mslh wktu..tar lagi sepi lagi kok TA tu. Digitalisasi gk bisa d hindari
2023-10-13T02:18:15Z,Tutup semua pak marketplace
2023-10-13T02:01:21Z,Kembali ke era offline 😊
2023-10-13T01:42:54Z,"tiktok buat live nya di tanah abang, langsung ditoko toko penjual"
2023-10-13T01:35:52Z,Aku kangen tiktok shop harga terjangkau ongkir nyaman di kantong yg lain ongkirnya meledak ledak
2023-10-13T01:20:22Z,"Kalian pikir pembeli TikTok cuma orang Jakarta? Coba aja ntar... Kudunya kalian yang ikut punya toko online, kan bagus, bagian dari usaha kalian punya toko offline dan punya tambahan toko online, gw sih males ya kudu ke belanja offline, belum perjalanannya, belum nyari parkiran, belum dijudesin penjual aaah banyak yang bikin males sebenernya, kalo orang yang pernah ngerasa tertipu belanja online, entah itu barang yang ngga sesuai ekspektasi, ya kali kalian kegedean ekspektasinya, misal ada gamis harga 50rb, lu pikir mau dapet yang kayak gimana? Perkiraan aja lah, jangan ngarep yang murah murah pengen barang bagus, selama ini gw sih punya standard sendiri, kemeja/blouse bagusan, dikisaran 150rb an, jangan pilih yang 40rb, ya gitu lah kualitasnya, contoh aja sih itu"
2023-10-13T01:08:17Z,Setuju stop jualan di tiktok ikut simpati sama tanah abang tiktok hanya hiburan 🙈
2023-10-13T00:40:59Z,Masi ada lazada dan shoppe..
2023-10-13T00:34:05Z,Padahal mah kalau jualan sambil love ada juga yang beli .
2023-10-13T00:21:07Z,Kembali ke zaman maja pahit saja
2023-10-13T00:00:06Z,"Ehh ampas, kalau mau nutup online shop, seenggaknya murahin dulu barang lu. Ongkos ongkir gratisin juga jangan cuma mikir yang di Jabodetabek doang."
2023-10-12T23:41:14Z,Pedagang harus adaptasi teknologi terutama pasca ppkm...karena perilaku konsumen juga berubaj karena teknologi dan zaman yg makin maju....jika tidak berani melangkah dan mengikuti Zaman maka akan punah seperti itulah hukum alamnya
2023-10-12T23:40:02Z,"Mo tiktok tutup, tambah banyak ngikutin, Tanah Abang Pasar Senen Mangga Dua Tetap Pilihan Utama"
2023-10-12T23:19:17Z,SLOT BIKIN BANGKRUT...
2023-10-12T23:11:20Z,"Saya ga setuju klo shopee dan lzada d tutup
Krn saya berlanganan pampers dewasa, peralatan sekolah 
Sdh hemat tenaga jg hemat uang😅😅😅"
2023-10-12T22:51:48Z,"tanah abang aneh minta tiktok ditutup udah di tutup, shopee lazada minta di tutup juga.. trs di tanah abang yg dijual cuma baju celana.. emang orng suruh makan baju celana😭😭"
2023-10-12T22:41:46Z,"Ini jaman modern bu, bukan jaman jahiliah, walopun anda suruh online shop tutup semua, akan ada alternatif lain, karena masyarakat memilih instant daripada harus berjalan menuju toko atau pasar"
2023-10-12T22:30:54Z,"gak bakal ngaruh sih kayanya, karena habit masyarakat kita udah cenderung ke online. jangankan beli baju, beli sabun aja skrng kalo bisa milih beli di online."
2023-10-12T21:59:19Z,Zaman penuh fitnah byak orang mudah bohong di medsos
2023-10-12T21:58:05Z,"Alhamdulillah🤲,kasian para pedagang"
2023-10-12T21:42:38Z,"Terus gmn dong kak , dgn kita yg diluar Jkt, masa' mau beli baju harus ke tanah abang.. mahalan ongkosnya dr pd bajunya 😂"
2023-10-12T21:11:27Z,"Intinya adalah harga bukan masalah online dan offline. Selama oemain besar , supplier , distributor banting harga lebih rendah dari pasar. Pengusaha menengah kebawah pasti gulung tikar. Belum lagi potongan gila dari marketplace. Semoga semua baik baik saja dan bisa melewati badai krisis ini"
2023-10-12T21:03:44Z,Coba aja pemerintah menutup semua aplikasi pedagang online pasti rame lagi pasar pasar
2023-10-12T21:03:17Z,"Waspada, ada upaya penghancuran ekonomi Indonesia dengan merebut pertanian, perdagangan mkita dengan membuat kita sapi perahan usaha2 asing. Waspada juga permainan judi online yang menjerat generasi muda dan rakyat kecil, menyedot uang kita keluar negri. Cerdaslah tanah airku., perang halus sudah dimulai. Bangun ayo bangun atau kita binasa tinggal nama Indonesia."
2023-10-12T20:44:38Z,Kenapa kalian gak online juga.
2023-10-12T19:49:33Z,Tu sejuta sejuta lebih itu banyak loh gilaaak
2023-10-12T19:46:13Z,"Sumpah deh gwe mager bgt kudu keluar ...blm panas,capek,parkiran penuh,jauh...ah ilah..."
2023-10-12T18:46:50Z,"LEBIH MAHAL, NAIK ANGKOT DULU, BELI BENSIN, PARKIR, JAJAN LAPER.....RRRR, wkwkwk"
2023-10-12T18:31:59Z,Kan gw dH bilang bukN dRi tiktok JA apli oren juga..tapi solusinya si oren tak usah di hapus kalian yg belum daftar ..segeralah daftR online di oren atau di ijo merah
2023-10-12T17:45:11Z,Kemaren hari sabtu abis dari sana sepi emang belum terlalu ramai
2023-10-12T16:53:51Z,Emang tik tok yg bikin jualan sepi?
2023-10-12T15:44:49Z,Mangkanya jualan jangan mahal mahal biar laku
2023-10-12T15:33:33Z,"Belanja online  biaya nya jauh lebih irit 
Dgn uang 30k udh bisa beli BH  beli sandal jg bisa 
Klo ke Tanah Abang busyet buat  Grab nya aja gk cukup blm beli makan dan minum nya masa aus2 an 😂"
2023-10-12T15:19:53Z,"Yang penting lazada sama shoope jgan ditutup, karna sangat membantu"
2023-10-12T15:09:45Z,"Ga ada perbedaan, ya tentu saja. Pasar Indonesia dipegang oleh Shopee, gw aja ga tau kalo ada tiktok shop sebelum ini mau di hapus."
2023-10-12T14:59:10Z,Aplikasi juga sudah saya hapus..bikin penuh memori hp aja
2023-10-12T14:56:01Z,"Tutup aja semua lazada sopy markaplace 
Biar kembali.alami"
2023-10-12T14:48:04Z,Tanah abang banyak maling . Banyak preman . Wc jorok macet abiss lagi..
2023-10-12T14:45:48Z,Wah duh mau beli gadget nga bisa lagi.. gw ngapain di tanah abang beli sarung.. emang ada gadget di tanah abang...?
2023-10-12T14:20:10Z,"klu aku sich tetep milih belanja online,,,umkm  di tanah abang hla terus klu yg online di tiktok emng bukan umkm,,,,terus apaa dong,,,,"
2023-10-12T14:10:57Z,"Bukan masalah di tik tok nya atau Lazada  , shopee  dll .
ini disebabkan o paktor ekonominya merosot  .bnyak karyawan di PHK . ...semakin  banyak .pengangguran ..orang belanja  hrus pake uang ..
akhirnya sekarang  bisa dirasakan dn bisa terlihat langsung oleh mentri  ""  dn presiden ..bahwa  daya beli  masyarakat sdah berkurang  .  indonesia sdh bnyak yng miskin , yang  kaya  semakin kaya  , yng miskin makin miskin ."
2023-10-12T13:54:48Z,Sip kasihan para pedagang pasti sepi terus biar ga banyak pengangguran
2023-10-12T13:01:24Z,"Teeruuuss ,, saya dari Garutt Jawa barat mau beli 1 stel baju musti ke Tanah abang gtuu ???? Oggah bangettt , ya larinya ke shopee lah .."
2023-10-12T12:39:38Z,judi online gimana kabarnya..
2023-10-12T12:38:43Z,"menurut gk ngaruh sih ..
karna zaman dah berubah .. mungkin yg mau ke pasar hanya ibu2 dan org tua .."
2023-10-12T12:32:08Z,"Tiktok ditutup kan... barusan aja, belum ada 1 bln, yakin dgn berjlnnya waktu tanah abang akan  tbh rame"
2023-10-12T12:14:03Z,"bukan hanya tik tok tapi , Sophie, mitra Tokopedia,buka lapak,lasada, pokoknya semuanya yg belanjaan online harus dibatasi"
2023-10-12T12:04:17Z,"Dah minta tiktok ditutup malah ngerembet yg lainya ""NGELUNJAK.."""
2023-10-12T12:02:43Z,Bagus lah kalo di tutup kasian pedagang tanah abangnya semoga banyak pembeli nya
2023-10-12T12:01:05Z,Saya suka beli di tokoh pakaian dri dulu
2023-10-12T11:43:42Z,tiktok shop membantu kita yg ada di daerah terpencil d luar jawa
2023-10-12T11:22:41Z,"Bagus setuju ,tik tok shop bubar. ."
2023-10-12T11:08:27Z,"Tiktok shop ditutup, awas aja nnti ganti toko online Shopee, 😌"
2023-10-12T11:06:21Z,Mbak reporter mundur2 terus awas ke tubruk pegunjung😂
2023-10-12T11:05:57Z,😂😂sy tinggal di jatim ga pernah belanja d tanah abang gimana donk kenapa mikirin tanah abang doank...yg  tinggalnya di lain daerah bagaimana. Tdk semua penduduk belanja d tanah abang walau tdk ada olshop
2023-10-12T10:26:35Z,Tukang copet bisa beraksi lg
2023-10-12T10:26:21Z,"Analisaku tetap tidak akan ramai, faktornya karena daya beli menurun akibat banyak orang jadi melarat oleh judol dan pinjol. Hampir semua sekarang sangat sulit mencari uang. Semoga kita diberi kekuatan lebih menghadapi semua ini.."
2023-10-12T08:21:06Z,Untuk orang yang super sibuk seperti saya dan jauh juga GK mungkin smpe ke tanah abng saya lebih memilih belanja online 🙏
2023-10-12T08:19:33Z,Aku belom pernah belanja ke tanah Abang seumur umur
2023-10-12T08:08:44Z,Judi.. Rhoma Irama
2023-10-12T07:41:37Z,"Tik tok shop udah ditutup,ntar mrambat2 lgi aplikasi yg lain suruh nutup semua.
Emang cuma org2 yg ada ditanah abang doank yg butuh makan ... hmmmmmm"
2023-10-12T07:01:32Z,UMKM harusnya pasarkan juga di online👍
2023-10-12T07:00:55Z,"Soalny msh ada shope ,lazada n  tokopedia,jadi saranku kalo tanah abang pengen rame harus nutup shope,lazada,tokopedia harus di tutup semua"
2023-10-12T06:55:36Z,alkhamdd udah mendingan agak rameh
2023-10-12T06:33:24Z,"Melarang ""TIKTOK SHOP BUKAN LANGKAH TEPAT!!!"" karena yg salah bukan jualan online tapi promo ""Gratis Ogkirnya"" coba kalau ongkos kirimnya normal ??
beli baju 1pcs 35rb+ongkir 20rb = 55rb
pasti orang beli langsung kepasar... harusnya :
1. Marketplace kalau mau kasih gratis ongkir harus beli minimal 3pcs!!, dgn begitu, pabrik/konveksi yg jual eceran gak bisa jual lebih murah dari penjual dipasar karena ada ""ONGKIR"" kalau beli 1pcs..
2. Biarkan saja online shop, karena membantu orang yg gak bisa sewa tempat!!
3. Pemerintah harus buat kebijakan, pembatasan gratis ongkir!! karena cuman ini langkah efektif untuk mencegah harga jual eceran PABRIK/KONVEKSI lebih murah dari pedagang kaki 5, ya jelas kalah harga Kaki Lima VS Pabrik."
2023-10-12T06:32:09Z,Harusnya katagori bajunya yang diapus bukan tiktok shopnya yang Ditutup
2023-10-12T06:30:51Z,Ya iyalah gak ada dampak...sekarang konsumen yang rugi kalo beli disana makan waktu
2023-10-12T06:14:20Z,Kadal semua pantas merengek
2023-10-12T06:00:24Z,FB ONLINE JG HARUS DI TUTUP.
2023-10-12T05:57:48Z,Sepi koar² giliran rame diem🤭😂😂😂
2023-10-12T05:53:12Z,"Ya inilah sebabnya indonesia ga maju maju, terlalu takut akan perubahan, tidak mau berusaha beradaptasi
Tidak ada effort, ya akan stuck terus seperti itu"
2023-10-12T05:52:15Z,"Rakyat Indonesia cuman memikirkan pasar tanah Abang, emg lu pikir gue anak Lampung mau beli baju di pasar tanah abang buduu"
2023-10-12T05:36:25Z,Jgn cuma ekonomi pedagang2 Tanah Abang aja yg dipikirkan. Ekonomi masyarakat Indonesia yg lebih banyak menggantungkan pada e commerce jg dipikirkan dong.
2023-10-12T05:35:17Z,"Toko tanah abang 50Ribu toko memperkerjakan 5 karyawan per toko = 250Ribu karyawan. Tiktok shop ada 5Juta toko memperkerjakan 5 karyawan per toko = 25Juta karyawan. Tiktok shop tutup, 25Juta nganggur. 250Ribu orang bekerja kembali.
Barang di tanah abang made in China, barang toko Tiktok juga made in China. Coba dibahas...."
2023-10-12T05:24:57Z,Enak belanja di tiktok
2023-10-12T05:15:10Z,Bukan solusiii
2023-10-12T05:14:58Z,"Ini jman Digital.. Sbg jln keluar knp yg di tanah abang gx ikut buka di tiktok shop? 
Knp hrs orang kecil yg jd korban. Gx smua lho oranng  dekat tnah abang dan bisa datang ksna.."
2023-10-12T05:08:08Z,"Hapuskan uang ,mari kita barter😅"
2023-10-12T05:02:59Z,Kalo sudah mendingan jangan ngelunjak minta Shopee dan lazada tutup saya tidak setuju
2023-10-12T04:41:40Z,"Bukan masalahnya tik tok shop jualan lalu penjualan pasar tanah abang menurun, tapi karna emag gak ada duit dodol, kalau di kota besar tak terasa tapi kita di pelosok sangat merasakan susah tau, toko2 kami sepi"
2023-10-12T04:37:15Z,"Gak ngaruh, sama saja kok, ke tnh Abang itu biasa kalo mau beli pakaian utk seragam, ATW belanjaan banyak....orang utk dagang .....klo belanja cuman sepotong dua potong brang, males laah ...blm kena macet panassss pollll,.....ayoks TikTok...kpan nih...😅"
2023-10-12T04:33:32Z,Alhamdulilah akhirnya tanah abang ramai sampai antri2 wkwk....
2023-10-12T04:29:23Z,Itu kan yg terdampak hanya tanah abang saja.. la di daerah saya.. tidak terdampak...
2023-10-12T04:02:00Z,Facebook bagaimana? masih jualan kah?
2023-10-12T03:50:27Z,Skarang jman era digital..dmn semua bisa di beli dg cuma klik 𝕓𝕖𝕝𝕚 sekarang😋😋😋😅😅😅. Aku suka online tinggal klik sampe depan pintu...dan itu luar biasa.
2023-10-12T03:39:15Z,"Gak ngaruh jg .. mereka yg ingin SDH punya pasar2nya sendiri, bagiku suka belanja di online dan ada jg yg hrs offline"
2023-10-12T03:36:51Z,Lapak tanah abang yg dibakar bikin susah ae😂
2023-10-12T03:30:26Z,"Utk penjual tana abang, Makanya kasih harga PAKE OTAK, jangan suka NGEGETOK . Di tinggal pembeli mewek lu."
2023-10-12T03:28:05Z,"Online
Distributor = konsumen

Offline 
Distributor-agen-pengecer- konsumen
Agen pasti punya karyawan
Pengecer jg punya karyawan
Dari satu distributor pasti ratusan bahkan ribuan agen dan pengecer... 
Blm Jasa angkut jasa parkir jasa kebersihan dll... 
Brp banyak menyerap tenaga kerja....??? Klo ini semua hilang 😢😢"
2023-10-12T03:02:42Z,Sy suka blnja online tp klo matiin rjki org .lbih bik di ttup slmanya yg blnja online biar smunya lancar
2023-10-12T02:36:22Z,Alhamdulillah..semoga online shop klo pun di buka kemakan pajak 20-30% agar tercipta persaingan usaha yg sehat
2023-10-12T00:57:36Z,"Tanah Abang : Baru msuk parkiran kena palak parkir, pas blanja harganya nyekek,d tawar marah"".."
2023-10-12T00:28:08Z,Tidak akan berpengaruh begitu besar. Yg harus kalian ikuti itu bagaimana mengikuti era global via online. Masarakat sekarang lebih suka belanja online. Santai di rumah darang datang baru bayar.
2023-10-12T00:26:31Z,"Rezeki sudah di atur oleh yg maha kuasa, skrg org lebih cenderung ke dunia online tik tok shop di tutup oleh pemerintah itu salah karena itu bukan tempat perjudian atau prostitusi, tik tok shop juga bisa membantu masyarakat yg ingin berbelanja dengan harga barang yg murah..🙏"
2023-10-12T00:26:06Z,Demi seluruh masyarakat se Indonesia sebaiknya pasar tanah abang aja yang di tutup
2023-10-12T00:25:53Z,"Aku suka belanja ofline ,karna bisa liat langsung barangnya dan seneng bisa jalan2 juga cuci mata.  Semoga berkah juga buat abang2 becak di depan pasar dan juga buat PKL di sekitar pasar yg menggais rejeki juga. SEMANGAT PASAR2 DAN MALL SEMOGA KEMBALI RAME DAN TERUS RAME. AAMIIN"
2023-10-12T00:24:13Z,Sebaiknya pasar tanah abang aja yang di tutup gara2 tiktok yang di tutup warga se-Indonesia udah kehilangan tempat belanjs
2023-10-12T00:16:34Z,"Tiktok shop di tutup ndak ada pengaruh lah, sekarang udah zaman, nya teknologi canggih serba online mempercepat dan menjangkau lebih banyak masyarakat. Menurut saya ndk ada pengaruh karena TikTok shop sudah di tutup,, shooppy, lazada, Tokopedia dan market,lainya masih ada. Jadi kita ndk usah menyalahkan yang lain oh karena si ini jadi dagangan saya Ndak laku, sebenarkan bukan itu permasalahannya."
2023-10-12T00:13:50Z,Emang tiktok shop cuma jual baju aja apa sampai di tutup segala..gak ngaruh lah tanah abang ya tetep sepi 😂😂
2023-10-12T00:09:19Z,"Matikan produk impor,belilangsung barang jadi  tukang pelaku kasa jahit merana"
